id	alter	zivilstand	geschlecht	pihh	kaufkraft	einkauf
10311	60	Verheiratet	Mann	5	sehr hoch	13864
10312	49	Single	Mann	1	tief	1839
10313	48	Konkubinat	Mann	2	mittel	4109
10314	51	Verheiratet	Mann	5	hoch	13567
10315	73	Verheiratet	Mann	2	mittel	5253
10317	61	Single	Frau	1	hoch	11003
10318	80	Verheiratet	Mann	2	hoch	10880
10320	59	Konkubinat	Mann	2	sehr hoch	21088
10321	89	Verheiratet	Mann	2	hoch	11779
10322	83	Verheiratet	Mann	4	hoch	9064
10323	44	Konkubinat	Mann	3	hoch	11163
10324	61	Verheiratet	Mann	2	sehr hoch	20053
10325	68	Single	Frau	1	sehr hoch	26406
10326	58	Verheiratet	Mann	6	hoch	11352
10327	33	Konkubinat	Mann	2	tief	1648
10328	83	Verheiratet	Mann	3	sehr hoch	22870
10329	77	Konkubinat	Mann	2	hoch	13384
10330	63	Verheiratet	Mann	2	sehr hoch	20698
10331	76	Single	Mann	1	sehr hoch	10383
10332	46	Single	Frau	1	mittel	4888
10333	85	Single	Mann	1	sehr hoch	22264
10335	55	Single	Mann	1	sehr hoch	22643
10336	79	Konkubinat	Mann	2	mittel	4278
10337	70	Konkubinat	Mann	4	hoch	11093
10338	63	Konkubinat	Frau	4	hoch	13483
10339	56	Verheiratet	Mann	2	sehr hoch	24443
10340	61	Verheiratet	Mann	3	sehr hoch	15922
10341	62	Verheiratet	Mann	4	sehr hoch	21350
10344	39	Single	Mann	1	mittel	6019
10346	58	Single	Frau	1	sehr hoch	24367
10347	73	Single	Frau	1	hoch	11265
10350	69	Verheiratet	Mann	2	sehr hoch	19647
10351	46	Verheiratet	Frau	2	mittel	2750
10353	54	Konkubinat	Frau	2	sehr hoch	7230
10354	40	Single	Mann	1	mittel	5735
10355	65	Verheiratet	Mann	2	hoch	12824
10356	42	Verheiratet	Mann	2	hoch	13678
10357	45	Konkubinat	Mann	2	hoch	11807
10358	47	Verheiratet	Mann	2	hoch	13655
10359	51	Konkubinat	Frau	3	mittel	4726
10360	45	Single	Mann	1	tief	1246
10361	60	Verheiratet	Mann	3	sehr hoch	25286
10362	83	Single	Frau	1	hoch	16155
10363	66	Konkubinat	Frau	2	mittel	7774
10364	69	Verheiratet	Mann	2	mittel	5620
10365	63	Verheiratet	Mann	2	sehr hoch	12150
10366	51	Verheiratet	Frau	2	sehr hoch	23856
10367	45	Single	Frau	1	mittel	4901
10368	44	Single	Frau	1	tief	1682
10369	63	Konkubinat	Frau	2	sehr hoch	29221
10370	85	Verheiratet	Mann	4	hoch	16745
10371	56	Konkubinat	Mann	4	hoch	12599
10372	40	Single	Frau	1	mittel	3996
10373	81	Verheiratet	Mann	3	sehr hoch	29709
10374	59	Verheiratet	Mann	3	mittel	9191
10375	72	Single	Frau	1	mittel	4175
10376	57	Single	Frau	1	hoch	8676
10378	69	Verheiratet	Mann	2	sehr hoch	15194
10379	77	Single	Frau	1	hoch	9181
10380	90	Verheiratet	Mann	2	sehr hoch	26562
10381	74	Verheiratet	Mann	3	mittel	5830
10382	41	Verheiratet	Mann	5	tief	1390
10383	42	Verheiratet	Mann	4	tief	2727
10384	73	Verheiratet	Frau	3	hoch	16410
10385	47	Verheiratet	Mann	2	mittel	7675
10386	37	Single	Frau	1	tief	2763
10387	60	Konkubinat	Mann	3	mittel	4402
10388	56	Verheiratet	Mann	3	mittel	1655
10389	51	Konkubinat	Mann	2	hoch	11170
10390	78	Verheiratet	Frau	2	hoch	12657
10391	51	Single	Mann	1	mittel	4008
10393	43	Verheiratet	Mann	3	mittel	6067
10394	43	Verheiratet	Mann	4	tief	1367
10395	63	Verheiratet	Mann	4	sehr hoch	13676
10397	42	Verheiratet	Frau	4	tief	3443
10398	68	Single	Frau	1	sehr hoch	26381
10399	52	Konkubinat	Mann	2	sehr hoch	5048
10400	68	Single	Frau	1	hoch	16380
10401	54	Single	Frau	1	mittel	5965
10402	52	Single	Frau	1	hoch	18920
10403	50	Verheiratet	Frau	2	hoch	11953
10404	47	Single	Frau	1	mittel	7063
10405	38	Single	Mann	1	mittel	4750
10406	66	Konkubinat	Mann	3	sehr hoch	15324
10407	62	Single	Mann	1	hoch	15769
10408	48	Konkubinat	Mann	3	hoch	14985
10409	40	Verheiratet	Mann	2	hoch	19410
10410	68	Verheiratet	Mann	2	hoch	11397
10411	82	Single	Mann	1	sehr hoch	20702
10413	56	Verheiratet	Mann	2	hoch	13338
10414	35	Konkubinat	Mann	2	tief	1438
10415	81	Konkubinat	Mann	2	sehr hoch	12745
10416	54	Verheiratet	Mann	6	mittel	654
10417	78	Verheiratet	Mann	2	hoch	10700
10418	69	Verheiratet	Mann	3	sehr hoch	30203
10419	65	Konkubinat	Frau	2	tief	2252
10420	42	Verheiratet	Mann	2	tief	2137
10421	47	Verheiratet	Mann	1	sehr hoch	8060
10422	88	Verheiratet	Mann	2	hoch	13840
10423	20	Konkubinat	Mann	3	tief	2110
10424	44	Verheiratet	Mann	5	tief	2579
10425	56	Single	Mann	1	mittel	3887
10426	80	Verheiratet	Mann	2	sehr hoch	36649
10427	60	Verheiratet	Mann	3	sehr hoch	22360
10428	79	Verheiratet	Mann	2	hoch	14594
10431	65	Verheiratet	Mann	4	hoch	7230
10433	66	Single	Frau	1	hoch	15485
10434	90	Konkubinat	Frau	2	tief	990
10436	50	Single	Mann	1	sehr hoch	10957
10437	42	Verheiratet	Mann	6	tief	2161
10438	66	Konkubinat	Mann	2	sehr hoch	12797
10439	63	Verheiratet	Mann	2	sehr hoch	16946
10440	61	Verheiratet	Mann	2	sehr hoch	25152
10442	55	Verheiratet	Mann	3	sehr hoch	21620
10443	51	Single	Frau	1	sehr hoch	17270
10444	56	Konkubinat	Frau	2	hoch	11410
10445	41	Konkubinat	Mann	2	hoch	15774
10447	56	Verheiratet	Mann	2	hoch	14476
10448	83	Verheiratet	Mann	2	hoch	13618
10449	45	Single	Frau	1	mittel	6806
10450	81	Single	Frau	1	mittel	4855
10451	51	Verheiratet	Mann	2	mittel	7174
10453	87	Single	Frau	1	hoch	16171
10454	82	Verheiratet	Mann	1	hoch	11626
10455	66	Verheiratet	Mann	4	mittel	5325
10456	47	Verheiratet	Mann	6	mittel	6377
10457	46	Single	Mann	1	mittel	5584
10458	55	Verheiratet	Mann	3	hoch	18203
10459	74	Verheiratet	Mann	2	mittel	2355
10461	64	Konkubinat	Mann	2	hoch	16618
10462	82	Single	Mann	1	sehr hoch	19436
10463	54	Konkubinat	Frau	2	hoch	3029
10465	60	Single	Mann	1	hoch	16518
10466	52	Konkubinat	Mann	4	mittel	3264
10467	68	Verheiratet	Mann	3	sehr hoch	14489
10468	78	Verheiratet	Mann	2	hoch	12973
10469	46	Single	Mann	1	hoch	11957
10470	55	Konkubinat	Mann	3	hoch	17549
10471	31	Single	Mann	1	mittel	4242
10472	65	Single	Frau	1	mittel	3682
10473	70	Verheiratet	Mann	2	mittel	3959
10474	45	Single	Mann	1	mittel	2101
10476	56	Single	Frau	1	hoch	14210
10477	46	Verheiratet	Mann	4	mittel	5510
10478	45	Verheiratet	Mann	3	hoch	12578
10479	87	Verheiratet	Mann	4	mittel	6172
10481	46	Single	Frau	1	mittel	7144
10482	52	Konkubinat	Mann	2	sehr hoch	27507
10483	47	Verheiratet	Frau	2	hoch	14360
10484	59	Single	Frau	1	hoch	11252
10485	64	Verheiratet	Mann	2	mittel	6694
10487	46	Konkubinat	Frau	2	sehr hoch	28195
10488	66	Verheiratet	Mann	4	hoch	12917
10490	87	Single	Mann	1	hoch	11645
10492	52	Single	Frau	1	mittel	6035
10493	56	Single	Frau	1	mittel	6604
10494	42	Verheiratet	Mann	2	mittel	4489
10496	46	Konkubinat	Frau	1	mittel	5341
10497	44	Single	Mann	1	hoch	16018
10498	45	Single	Mann	1	hoch	15356
10500	89	Single	Mann	1	sehr hoch	27939
10501	68	Verheiratet	Mann	3	hoch	10651
10502	50	Konkubinat	Mann	2	mittel	4100
10503	76	Verheiratet	Mann	2	sehr hoch	18921
10505	71	Konkubinat	Mann	2	sehr hoch	30941
10506	74	Verheiratet	Mann	2	hoch	11914
10507	56	Verheiratet	Mann	2	hoch	10494
10508	81	Single	Frau	1	mittel	6521
10509	48	Single	Mann	1	mittel	4828
10510	80	Verheiratet	Mann	2	sehr hoch	27136
10512	53	Single	Mann	1	mittel	1290
10513	41	Single	Mann	1	mittel	4287
10514	50	Verheiratet	Mann	8	mittel	7796
10516	56	Verheiratet	Mann	4	mittel	2756
10518	83	Verheiratet	Mann	2	sehr hoch	12720
10519	68	Konkubinat	Mann	3	sehr hoch	23069
10521	44	Verheiratet	Mann	2	mittel	2998
10523	61	Single	Mann	1	hoch	12787
10524	41	Verheiratet	Mann	2	mittel	2513
10525	44	Single	Mann	1	mittel	3464
10527	67	Single	Frau	1	hoch	15287
10528	39	Verheiratet	Frau	2	mittel	3187
10529	43	Konkubinat	Frau	2	tief	3022
10530	64	Verheiratet	Mann	2	hoch	11021
10531	41	Verheiratet	Mann	2	tief	998
10532	83	Verheiratet	Mann	2	hoch	15800
10533	52	Verheiratet	Frau	5	hoch	16013
10534	68	Single	Frau	1	mittel	6356
10535	62	Verheiratet	Mann	3	hoch	13415
10536	90	Verheiratet	Mann	2	sehr hoch	16322
10537	47	Single	Frau	1	mittel	2159
10538	65	Konkubinat	Frau	3	hoch	20219
10539	52	Konkubinat	Mann	6	hoch	15363
10541	46	Single	Mann	1	mittel	2014
10543	36	Verheiratet	Frau	3	hoch	10950
10544	51	Verheiratet	Mann	4	mittel	4123
10546	56	Konkubinat	Mann	4	sehr hoch	19349
10547	65	Verheiratet	Mann	2	hoch	7989
10548	83	Konkubinat	Mann	2	sehr hoch	23388
10549	56	Verheiratet	Mann	2	hoch	14661
10552	68	Konkubinat	Frau	2	sehr hoch	31989
10553	57	Verheiratet	Mann	2	hoch	13015
10554	71	Verheiratet	Mann	2	hoch	11135
10557	62	Verheiratet	Mann	2	sehr hoch	21726
10558	67	Verheiratet	Mann	2	sehr hoch	29956
10559	58	Verheiratet	Mann	2	tief	2566
10560	62	Verheiratet	Mann	2	hoch	10722
10561	63	Single	Frau	1	tief	1627
10562	57	Konkubinat	Mann	2	hoch	9058
10563	85	Verheiratet	Mann	3	sehr hoch	18795
10564	86	Konkubinat	Frau	2	mittel	6412
10565	62	Konkubinat	Mann	2	sehr hoch	21603
10566	72	Single	Frau	1	sehr hoch	11059
10567	62	Konkubinat	Mann	3	hoch	13577
10570	70	Verheiratet	Mann	2	hoch	8117
10571	71	Konkubinat	Mann	3	hoch	17269
10572	54	Single	Mann	1	sehr hoch	15396
10573	42	Single	Mann	1	hoch	7838
10574	45	Single	Mann	1	tief	1406
10575	54	Konkubinat	Frau	2	sehr hoch	29988
10576	53	Verheiratet	Mann	2	sehr hoch	17571
10577	65	Konkubinat	Mann	4	sehr hoch	21103
10579	41	Single	Frau	1	mittel	3707
10580	79	Verheiratet	Mann	7	hoch	19131
10581	71	Konkubinat	Mann	2	hoch	5948
10582	77	Konkubinat	Mann	2	hoch	4919
10584	48	Verheiratet	Mann	4	mittel	5365
10585	62	Verheiratet	Mann	2	hoch	9094
10586	55	Verheiratet	Mann	2	sehr hoch	8841
10589	61	Verheiratet	Mann	2	sehr hoch	20397
10590	70	Verheiratet	Mann	3	sehr hoch	4519
10591	50	Verheiratet	Mann	4	mittel	3741
10594	66	Single	Mann	1	tief	962
10595	64	Verheiratet	Mann	2	hoch	19757
10596	41	Verheiratet	Mann	5	mittel	5573
10597	49	Single	Frau	1	mittel	2531
10598	51	Single	Frau	1	hoch	11980
10599	77	Verheiratet	Mann	2	sehr hoch	23192
10600	83	Single	Mann	1	hoch	13218
10601	41	Verheiratet	Mann	5	tief	1570
10602	83	Konkubinat	Mann	3	sehr hoch	16248
10604	45	Verheiratet	Frau	3	tief	3100
10605	85	Single	Mann	1	hoch	14137
10606	61	Konkubinat	Mann	2	sehr hoch	19005
10607	81	Verheiratet	Mann	3	sehr hoch	26105
10609	57	Konkubinat	Frau	2	hoch	19171
10610	63	Single	Frau	1	hoch	9462
10611	66	Konkubinat	Mann	3	sehr hoch	11427
10612	86	Verheiratet	Mann	5	hoch	8660
10613	52	Verheiratet	Frau	2	sehr hoch	22675
10614	90	Verheiratet	Mann	1	hoch	12579
10615	83	Single	Mann	1	mittel	3568
10617	68	Konkubinat	Frau	2	sehr hoch	22901
10618	49	Single	Mann	1	mittel	5116
10619	68	Verheiratet	Mann	3	hoch	9085
10620	64	Verheiratet	Mann	2	hoch	10403
10622	45	Single	Mann	1	hoch	11897
10624	76	Verheiratet	Mann	2	hoch	20009
10625	85	Verheiratet	Mann	2	hoch	8093
10626	78	Verheiratet	Mann	3	sehr hoch	10504
10627	44	Konkubinat	Frau	5	hoch	9151
10628	59	Konkubinat	Mann	3	hoch	8839
10629	67	Verheiratet	Mann	3	hoch	16553
10630	32	Single	Mann	1	hoch	13215
10631	51	Konkubinat	Mann	2	sehr hoch	21754
10632	44	Konkubinat	Frau	2	tief	1520
10633	52	Single	Mann	1	hoch	5372
10634	50	Single	Mann	1	mittel	4017
10635	61	Konkubinat	Mann	2	mittel	4599
10636	50	Verheiratet	Mann	2	hoch	12721
10638	40	Verheiratet	Mann	2	sehr hoch	11049
10640	69	Verheiratet	Mann	3	sehr hoch	22993
10642	68	Single	Mann	1	sehr hoch	13997
10643	66	Single	Mann	1	mittel	2726
10644	73	Verheiratet	Mann	2	sehr hoch	19088
10645	50	Verheiratet	Frau	2	sehr hoch	33850
10646	64	Verheiratet	Mann	3	sehr hoch	26016
10647	71	Verheiratet	Mann	2	sehr hoch	12008
10648	62	Single	Frau	1	hoch	9326
10649	44	Verheiratet	Mann	3	tief	1940
10651	51	Verheiratet	Mann	4	hoch	11417
10652	49	Konkubinat	Mann	3	hoch	9719
10653	51	Single	Mann	1	sehr hoch	12423
10654	60	Verheiratet	Mann	2	sehr hoch	22399
10655	55	Verheiratet	Mann	3	sehr hoch	23466
10657	82	Verheiratet	Mann	4	hoch	11968
10658	49	Verheiratet	Mann	3	mittel	6015
10659	49	Verheiratet	Mann	3	hoch	10509
10660	61	Konkubinat	Frau	2	sehr hoch	27803
10662	46	Verheiratet	Mann	2	mittel	6056
10665	63	Single	Frau	1	tief	2739
10666	64	Single	Frau	1	hoch	12612
10667	51	Single	Frau	1	hoch	18407
10668	56	Verheiratet	Mann	2	mittel	6158
10669	64	Konkubinat	Frau	4	hoch	12562
10670	58	Konkubinat	Frau	3	hoch	19642
10671	34	Konkubinat	Mann	2	hoch	10982
10672	56	Single	Mann	1	sehr hoch	25625
10674	52	Single	Frau	1	hoch	2537
10675	69	Verheiratet	Mann	2	hoch	6590
10677	51	Single	Mann	1	hoch	11264
10679	40	Verheiratet	Mann	4	hoch	16202
10683	49	Single	Frau	1	hoch	6278
10684	26	Konkubinat	Mann	8	tief	2604
10686	64	Verheiratet	Frau	2	hoch	9478
10687	80	Verheiratet	Frau	2	hoch	15673
10688	67	Single	Frau	1	mittel	4484
10689	75	Konkubinat	Frau	1	hoch	8357
10691	84	Single	Mann	1	mittel	6519
10692	48	Verheiratet	Mann	5	mittel	3522
10693	58	Verheiratet	Mann	2	hoch	12669
10696	87	Verheiratet	Mann	2	hoch	8605
10697	84	Verheiratet	Mann	3	hoch	12439
10698	55	Konkubinat	Mann	4	hoch	10412
10700	84	Single	Mann	1	hoch	13977
10701	68	Verheiratet	Mann	3	sehr hoch	21265
10702	81	Single	Mann	1	sehr hoch	23379
10703	56	Single	Frau	1	hoch	15168
10704	63	Konkubinat	Frau	2	sehr hoch	8498
10705	43	Verheiratet	Mann	4	tief	2623
10706	63	Verheiratet	Mann	2	mittel	1900
10707	56	Verheiratet	Frau	6	mittel	5853
10708	74	Konkubinat	Mann	2	hoch	11153
10709	67	Single	Frau	1	tief	2053
10710	45	Konkubinat	Mann	3	sehr hoch	25804
10711	48	Konkubinat	Mann	2	hoch	11826
10712	67	Single	Mann	1	sehr hoch	27771
10713	65	Verheiratet	Mann	2	hoch	17663
10717	89	Single	Mann	1	sehr hoch	17342
10719	56	Verheiratet	Mann	2	sehr hoch	23017
10720	42	Single	Frau	1	tief	2580
10722	54	Verheiratet	Mann	2	hoch	11774
10725	66	Verheiratet	Mann	3	hoch	8811
10726	39	Konkubinat	Frau	3	hoch	12109
10727	72	Verheiratet	Mann	4	hoch	10954
10728	39	Single	Frau	1	tief	1757
10730	70	Konkubinat	Mann	7	mittel	9899
10731	64	Single	Frau	1	hoch	11635
10732	64	Verheiratet	Mann	3	hoch	16746
10733	63	Verheiratet	Mann	3	hoch	5633
10734	52	Verheiratet	Mann	2	hoch	12029
10735	40	Verheiratet	Mann	6	tief	2189
10736	56	Konkubinat	Frau	2	hoch	15567
10737	57	Single	Mann	1	mittel	5097
10738	52	Verheiratet	Mann	3	mittel	4345
10739	86	Konkubinat	Mann	2	sehr hoch	21667
10742	82	Single	Mann	1	mittel	6736
10743	63	Single	Mann	1	sehr hoch	10633
10745	61	Konkubinat	Mann	4	sehr hoch	14927
10747	56	Konkubinat	Frau	2	mittel	5838
10748	61	Verheiratet	Mann	6	sehr hoch	18546
10749	61	Konkubinat	Mann	2	hoch	11930
10750	83	Konkubinat	Mann	2	hoch	13506
10751	68	Verheiratet	Mann	1	sehr hoch	21273
10752	60	Verheiratet	Mann	3	sehr hoch	34592
10753	51	Verheiratet	Mann	2	hoch	20922
10754	49	Verheiratet	Frau	2	sehr hoch	25195
10756	56	Single	Mann	1	mittel	4541
10758	62	Verheiratet	Mann	3	hoch	15371
10760	62	Verheiratet	Frau	2	hoch	12787
10761	81	Verheiratet	Mann	3	sehr hoch	24964
10762	47	Konkubinat	Frau	2	hoch	12065
10763	45	Verheiratet	Mann	6	hoch	8726
10764	80	Konkubinat	Mann	2	mittel	6589
10765	50	Single	Mann	1	hoch	13957
10766	86	Konkubinat	Mann	2	hoch	14456
10767	62	Verheiratet	Mann	2	mittel	5084
10768	53	Single	Mann	1	mittel	2539
10769	80	Verheiratet	Mann	3	sehr hoch	11367
10770	60	Verheiratet	Frau	2	hoch	8047
10771	48	Single	Frau	1	sehr hoch	24446
10772	52	Single	Mann	1	sehr hoch	24454
10773	65	Single	Frau	1	hoch	7762
10774	45	Verheiratet	Mann	2	hoch	8732
10775	51	Single	Frau	1	mittel	3846
10776	69	Verheiratet	Mann	2	hoch	10255
10777	42	Konkubinat	Frau	4	mittel	3353
10778	68	Single	Mann	1	mittel	2522
10779	59	Verheiratet	Mann	6	hoch	5661
10780	73	Verheiratet	Mann	2	sehr hoch	25020
10781	48	Konkubinat	Frau	2	hoch	9787
10782	52	Konkubinat	Mann	2	mittel	3374
10785	69	Konkubinat	Mann	3	mittel	8365
10786	67	Verheiratet	Mann	3	hoch	9445
10787	80	Single	Mann	1	hoch	14211
10788	52	Verheiratet	Mann	2	mittel	3966
10789	89	Single	Mann	1	sehr hoch	13868
10790	30	Verheiratet	Mann	5	sehr hoch	7381
10791	89	Verheiratet	Mann	2	sehr hoch	17601
10792	63	Single	Mann	1	sehr hoch	21699
10793	60	Verheiratet	Mann	3	hoch	10322
10794	63	Verheiratet	Mann	2	sehr hoch	10777
10795	39	Single	Mann	1	tief	1360
10796	66	Verheiratet	Mann	3	sehr hoch	26136
10798	46	Verheiratet	Mann	5	tief	1894
10799	62	Verheiratet	Mann	6	sehr hoch	10824
10800	51	Verheiratet	Mann	2	mittel	5372
10801	58	Single	Mann	1	mittel	3594
10803	56	Konkubinat	Mann	4	sehr hoch	17084
10805	87	Single	Mann	1	sehr hoch	20364
10808	46	Konkubinat	Mann	3	hoch	12630
10809	62	Verheiratet	Mann	5	sehr hoch	13567
10812	62	Verheiratet	Mann	3	hoch	10596
10815	87	Verheiratet	Mann	2	hoch	11473
10818	49	Verheiratet	Mann	3	sehr hoch	26980
10819	54	Verheiratet	Mann	2	hoch	5998
10820	43	Konkubinat	Mann	2	hoch	16767
10821	52	Verheiratet	Mann	2	sehr hoch	12346
10822	58	Konkubinat	Mann	2	mittel	5834
10823	44	Verheiratet	Mann	2	mittel	3267
10824	90	Verheiratet	Mann	2	sehr hoch	23246
10825	53	Konkubinat	Mann	2	hoch	10753
10827	67	Konkubinat	Frau	1	sehr hoch	19030
10828	49	Verheiratet	Mann	4	mittel	7583
10829	67	Konkubinat	Mann	2	hoch	18243
10830	60	Verheiratet	Mann	3	sehr hoch	18459
10831	63	Verheiratet	Mann	3	sehr hoch	24827
10832	66	Single	Mann	1	sehr hoch	19982
10833	66	Konkubinat	Mann	2	hoch	20632
10834	48	Verheiratet	Mann	2	hoch	15707
10836	67	Konkubinat	Mann	2	mittel	4080
10837	55	Konkubinat	Mann	2	sehr hoch	23072
10838	33	Single	Frau	1	mittel	5473
10840	68	Verheiratet	Mann	2	sehr hoch	22074
10841	72	Verheiratet	Mann	2	sehr hoch	23144
10842	85	Verheiratet	Mann	2	sehr hoch	26233
10844	87	Verheiratet	Mann	2	sehr hoch	25326
10846	56	Verheiratet	Mann	3	hoch	8840
10847	51	Verheiratet	Mann	3	sehr hoch	24788
10848	61	Verheiratet	Mann	2	mittel	5944
10849	51	Konkubinat	Mann	4	hoch	12487
10850	51	Verheiratet	Mann	4	hoch	8411
10851	49	Verheiratet	Mann	2	mittel	4827
10852	56	Verheiratet	Mann	2	sehr hoch	21273
10853	72	Verheiratet	Mann	2	hoch	11613
10854	54	Verheiratet	Mann	3	sehr hoch	26203
10855	47	Verheiratet	Mann	2	hoch	15855
10856	51	Verheiratet	Mann	5	sehr hoch	17427
10857	52	Konkubinat	Mann	2	mittel	3234
10858	42	Verheiratet	Mann	4	hoch	3738
10859	57	Verheiratet	Mann	2	sehr hoch	18565
10860	63	Verheiratet	Mann	3	sehr hoch	3615
10861	58	Single	Mann	1	hoch	10576
10863	42	Konkubinat	Mann	4	tief	1473
10864	45	Verheiratet	Frau	5	mittel	5954
10865	52	Konkubinat	Mann	2	sehr hoch	24158
10866	43	Verheiratet	Mann	2	mittel	4842
10867	56	Single	Mann	1	tief	1025
10868	62	Konkubinat	Frau	3	sehr hoch	32320
10869	61	Verheiratet	Mann	2	hoch	13586
10870	76	Konkubinat	Mann	2	sehr hoch	26934
10872	49	Konkubinat	Frau	2	hoch	3106
10873	78	Single	Mann	1	hoch	10957
10874	39	Single	Frau	1	tief	2214
10875	89	Verheiratet	Mann	2	hoch	19034
10876	44	Konkubinat	Mann	3	hoch	18414
10877	54	Verheiratet	Mann	4	hoch	6612
10878	48	Konkubinat	Mann	2	mittel	2444
10879	79	Verheiratet	Mann	2	hoch	17163
10880	61	Single	Frau	1	hoch	17451
10882	70	Single	Mann	1	hoch	7317
10883	65	Single	Mann	1	mittel	4540
10885	68	Single	Frau	1	hoch	10709
10886	59	Verheiratet	Mann	2	sehr hoch	22186
10888	49	Konkubinat	Mann	2	hoch	13470
10890	51	Verheiratet	Mann	4	hoch	7570
10891	45	Verheiratet	Mann	4	tief	3127
10892	67	Verheiratet	Mann	2	hoch	11161
10893	77	Konkubinat	Mann	2	tief	1684
10894	57	Verheiratet	Mann	3	sehr hoch	17449
10896	33	Single	Mann	1	tief	1143
10897	62	Verheiratet	Mann	3	hoch	13870
10898	44	Konkubinat	Mann	2	sehr hoch	16443
10899	36	Verheiratet	Mann	7	mittel	8935
10900	44	Single	Frau	1	mittel	5764
10902	80	Single	Frau	1	mittel	7430
10903	39	Verheiratet	Mann	8	mittel	10390
10904	61	Konkubinat	Mann	5	tief	2590
10905	49	Verheiratet	Mann	2	sehr hoch	21362
10906	78	Verheiratet	Mann	2	sehr hoch	16091
10907	74	Konkubinat	Mann	3	hoch	8127
10908	83	Konkubinat	Mann	3	sehr hoch	16103
10909	68	Single	Mann	1	hoch	9986
10910	74	Verheiratet	Mann	2	hoch	15845
10911	84	Verheiratet	Mann	3	sehr hoch	27757
10912	50	Single	Mann	1	hoch	8245
10913	56	Verheiratet	Mann	5	sehr hoch	24181
10915	83	Verheiratet	Mann	5	hoch	10272
10916	34	Verheiratet	Mann	6	tief	1558
10917	50	Konkubinat	Mann	2	tief	2306
10918	59	Single	Frau	1	hoch	13232
10919	44	Single	Frau	1	mittel	5404
10920	53	Verheiratet	Mann	4	sehr hoch	24020
10922	81	Verheiratet	Mann	2	hoch	10620
10923	65	Konkubinat	Mann	4	sehr hoch	21165
10925	50	Single	Mann	1	hoch	9449
10927	86	Verheiratet	Mann	3	sehr hoch	21682
10928	82	Konkubinat	Mann	2	hoch	10856
10929	74	Verheiratet	Mann	3	hoch	13792
10930	52	Verheiratet	Mann	3	hoch	13031
10931	48	Konkubinat	Mann	5	mittel	5280
10932	62	Konkubinat	Mann	2	hoch	15846
10933	85	Single	Mann	1	sehr hoch	20359
10935	47	Verheiratet	Mann	5	mittel	3964
10936	67	Verheiratet	Mann	5	sehr hoch	31835
10938	41	Konkubinat	Frau	2	hoch	13396
10939	40	Konkubinat	Mann	3	hoch	11963
10940	85	Verheiratet	Frau	2	sehr hoch	19154
10941	74	Konkubinat	Mann	2	sehr hoch	7251
10943	50	Verheiratet	Mann	3	mittel	4890
10944	59	Single	Frau	1	tief	1036
10946	58	Verheiratet	Mann	4	hoch	18610
10947	58	Single	Frau	1	mittel	2436
10949	49	Verheiratet	Mann	4	sehr hoch	23306
10950	55	Single	Mann	1	sehr hoch	28964
10952	66	Single	Mann	1	hoch	3940
10953	87	Single	Mann	1	sehr hoch	13688
10954	36	Single	Frau	1	tief	1708
10955	60	Verheiratet	Mann	3	sehr hoch	30589
10956	64	Single	Mann	1	sehr hoch	23470
10957	64	Konkubinat	Frau	2	hoch	14765
10960	65	Konkubinat	Mann	3	hoch	8881
10961	57	Verheiratet	Mann	5	sehr hoch	29295
10963	84	Single	Mann	1	tief	2160
10964	52	Verheiratet	Mann	2	mittel	5415
10965	78	Konkubinat	Mann	2	sehr hoch	16441
10966	59	Verheiratet	Mann	7	sehr hoch	10924
10967	60	Verheiratet	Mann	2	hoch	13811
10968	64	Verheiratet	Mann	2	mittel	5782
10970	58	Konkubinat	Mann	3	sehr hoch	16388
10971	47	Single	Mann	1	hoch	14854
10972	59	Verheiratet	Mann	3	sehr hoch	11632
10973	49	Konkubinat	Mann	7	hoch	9418
10975	68	Verheiratet	Mann	3	sehr hoch	22415
10976	68	Single	Mann	1	mittel	4158
10977	46	Konkubinat	Mann	4	hoch	13812
10979	49	Konkubinat	Mann	2	hoch	8347
10981	71	Verheiratet	Mann	3	hoch	15687
10982	89	Verheiratet	Mann	2	sehr hoch	13284
10984	63	Verheiratet	Mann	4	sehr hoch	7814
10985	65	Konkubinat	Frau	2	mittel	6528
10986	77	Verheiratet	Mann	3	sehr hoch	24674
10987	59	Single	Frau	1	hoch	11135
10988	67	Verheiratet	Mann	4	sehr hoch	12350
10989	67	Konkubinat	Mann	2	tief	2370
10990	87	Single	Mann	1	sehr hoch	18786
10991	46	Konkubinat	Frau	5	hoch	9053
10992	56	Konkubinat	Mann	2	mittel	5305
10993	47	Konkubinat	Mann	2	sehr hoch	18840
10994	73	Single	Mann	1	sehr hoch	14806
10995	52	Single	Mann	1	mittel	1516
10998	68	Konkubinat	Frau	5	mittel	9098
10999	42	Verheiratet	Frau	3	mittel	6535
11001	59	Single	Mann	1	sehr hoch	24349
11003	67	Konkubinat	Mann	2	sehr hoch	22804
11004	46	Verheiratet	Mann	8	tief	2121
11005	51	Konkubinat	Frau	4	hoch	12852
11006	79	Single	Mann	1	hoch	7129
11007	62	Konkubinat	Mann	6	hoch	10042
11008	54	Single	Mann	1	tief	1652
11009	43	Verheiratet	Mann	2	mittel	8959
11011	36	Single	Frau	1	mittel	4253
11012	73	Verheiratet	Mann	4	hoch	11783
11014	67	Konkubinat	Frau	3	sehr hoch	13280
11015	78	Verheiratet	Mann	3	hoch	10445
